content,label
当废品在那放着了,产品整体评价
然后给我推荐的,
好好说话嘛,
电脑紧张,
轻薄程度：只有一瓶水的重量,重量尺寸
因为疫情的原因40多天收到货了,
不知是质量问题还是机子有损害,产品整体评价
屏幕效果：这可能是同价位最好的屏幕啦,
最终还是在网上买了,
外形外观：很亮眼,外观设计
京东真真的快,
有些评论说的对,
孩子上网课非常好,产品整体评价
要根据自己需求来,
卡死(,
我真的心态崩了如果电脑电脑有一定的瑕疵率我可以理解,
显示清洗,
华为网上旗舰店的服务态度,
机都开不了的产品是怎么通过检测出场的,
你音质也很好,
基本的word 和网页浏览,
跑分评测：很溜,
轻薄程度：满足预期,重量尺寸
电脑确实很惊艳,外观设计
要分区的话要自己分,
插头是tap-c的,
暂时里面没装啥东西,
其他特色：除了好看没什么用,外观设计
其他凑活吧我无感emmmmm不太要求,产品整体评价
电脑保护的很好收到快递的时候很开心,
屏幕效果：很满意很满意,
试用期间发现有几次无响应,
屏幕效果：网上喷看瞎眼,
散热性能：目前用着感觉散热性能还不错,
然后移动不了第2次,
后来才知道要升级,
顺丰小哥次日上午就给我送到小区门口了,
原系统和CAD2010不兼容,
一天2充起步,
运行速度：16ddr快,
散热性能：没有出现温度过高的情况,
质地轻薄方便上班外出携带,重量尺寸
买完后又降价了,
高负载的情况之下风扇转速飙升,
现在疫情严重还以为需要两天结果还是隔天到的,
导致性能发挥不足,
这种感觉很不好,产品整体评价
不要买官方标配,
只有4个小时左右,
期待带来更好的体验,
我真的从来没有这么生气过,
办公速度特别快,
轻薄程度：比我原来的强多了,重量尺寸
散热性能：没感觉到很热,
研究了很长一段时间,
客服小仙女和上官婉儿服务很好,
电脑不错运行速度挺快（客服潇洒的服务比较到位）,产品整体评价
关键是小巧携带方便,重量尺寸
还是会卡顿,
轻薄程度：全出乎我的想象,重量尺寸
购买之前是去店里尝试了这款,
性能上暂时够用了,
网上的品控问题我都没有,产品整体评价
用起来体验感真的不行,产品整体评价
触摸屏实际使用时很方便,
会继续支持下去,
昨天一早就收到啦,
型号一样的你多个十万跑分,
运行速度：就一个字,
其他特色：送的内胆包很好看,
电脑也特别顺畅,
充电风扇会转,
各方面都如意,产品整体评价
屏幕效果：颜色不行,
连系统都没有,
能让人有吃亏的感受,产品整体评价
底部有点发热,
购买的时候谨慎些吧,产品整体评价
都机器人回答,
比官方的服务还好哈哈哈,
就热,
只要两个区分盘,
店里刚好没库存就网上买了,
拿回来就一个主机和充电线,
专门买了大的内存,
3000多的笔记本,
除了充电器有点麻烦,
就因为换货了,
不愧是清薄本,重量尺寸
看到价格和配置,
换新的手提,
电脑键盘Shift键出现塌陷问题,
手机和电脑都是用的华为的挺好的,
散热性能：运行一晚上,
接着用没多久就一直无缘无故死机重启,
送货时送货员电话里直接表明&ldquo,
还不断闪烁,
锐龙可比酷睿,
外形外观：外观简约而不失雅致,外观设计
这个配置比很多大牌优惠,
野兽模式下转轴只是有点温热,
觉得这款价格和配置性价比都挺高的,
以前用戴尔惠普的引导做的确实没有荣耀细致,
配置来看够用了,
屏幕效果：13寸屏,
给满分好评,产品整体评价
送给孩子上完课用的,
充电头不知为什么有点发热严重,
货和服务都不错,
但是产品体验很差很差,产品整体评价
纠结于游戏本和轻薄本,
有些偏硬,机身材质
登录进入了,
其他特色：与华为和荣耀手机配合使用,
其他特色：指纹识别弄了好几次驱动也重打无法录入,
现在用的有点烦,产品整体评价
快递包装的很严实,
以至于这个小屏有些显示太小看起来吃力,
看了好久才购买的,
刚买来还好过了几星期就会卡了,
另外就是绿的太深,机身颜色
用不了怎么知道电脑有没有问题,产品整体评价
客服非常耐心地教我和解決我的問題,
不过鉴于激活后可以永久使用就原谅你啦,
成功取代了苹果在我桌子上的位置,
我的妈呀这是什么神仙颜值,外观设计
但看得过去,外观设计
一点都不难过,
预订后买的,
没什么多的需求,
惹不起,
运行速度：原来用12.5寸的M3系列都够用了,
屏幕效果：屏幕非常舒服,
握了个草,
原来那款买了很多年了,
维修还要自己掏运费,
没想到A4纸大小,重量尺寸
散热性能：散热好可以吧,
系统盘后面也发了,
第三方客服垃圾问他有没有电话联系方便,
总之就是一次不愉快的购物,
之前看评论很担心品控问题,产品整体评价
游戏效果：目前只玩啦LOL,
买了电脑的更想要他家的手机,
但是拿在手上的时候,
其他特色：各方面都挺不错的,产品整体评价
前一天下得单第二天下午就到了,
收到货没有了,
买这台电脑就是想试试自带的linux版,
机器不大,重量尺寸
其他可以接受,产品整体评价
现在看着8599这价格,
外形外观：比y7000酷炫多了,外观设计
有点嫌弃,
已经开机看了,
晴子&rdquo,
配合mate30pro手机一碰传功能很实用,
还有就是键盘没有背光的问题,
足够流畅,
然后今天的活动实在忍不住剁手了灰色的,
最重要的是我们客服小宏超级有耐心呢,
中端配置电脑,
是我电脑老师朋友推荐我买的,
价格配置比了又比确定就它了,
上次送的有低音炮,
触屏在没有鼠标的情况下真滴好使,
浏览器卡死,
给退了价差,
机器虽然是12G内存,
挺适合女孩子用,产品整体评价
他们就是不怕,
两个字：很差,产品整体评价
实测lol、吃鸡完美运行,
没有散热不良的问题,
客服朵朵解答快又好,
键盘感觉也很好,
开机用时大概8秒,
客服人好又贴心,
期待在工作上助我臂之力,
还是很认可这个品牌的,
这是没有想到的,
其他特色：刷脸开机太任性,
屏保指纹都不错,
连上电脑,
散热性能：风扇运行安静,
硬盘是西数和镁光,
尤其是SD卡槽对于摄影爱好者很友好,
可以双通道,
京东自营很值得信赖,
麻烦死,
关键还是触控屏,
最近工作忙到飞起,
产品与实物不符,产品整体评价
到手机很是惊艳,外观设计
真正超高性价比,
其他特色：太满意戴尔灵越了,
开机十分钟后风扇就开始响,
电脑出现问题换货邮费还是自己出的,
其他特色：都什么社会了还来个答题认证才能开机,
所以既然这么多人好评,
屏幕效果：触屏的感觉超棒,
不是特别多但是比万年8g的还是好不少,
运行速度挺快的/,
偶尔有点卡不知道是网络问题还是电脑问题,
屏幕真的是绝了,
电脑各方面都不错,产品整体评价
就这样子的运营速度,
设计的针不合理,外观设计
可能和系统太大有关,
电脑性能：第一次买笔记本就看上了这款,
刚好需要用这个电脑,
显示器是友达,
就是USB口有点偏少,
从我们市区到我们乡镇开车都本只需要4个小时左右,
带着上班非常方便,重量尺寸
反正说上三天三夜都不够你说的这垃圾电脑有多差了,产品整体评价
非常感谢客服ts13的技术指导,
屏幕效果：美,
硬盘用时3小时,
学生党还可以入手,产品整体评价
而且还送了围巾,
感谢感谢良心商家,
这款是13.3英寸的,重量尺寸
现在新换的这部荣耀14,
性能外观都超赞,
颜色比较真实,
正常办公用足够,
图三电脑合起来边角对不齐,外壳做工
轻薄程度：外观小巧,重量尺寸
屏幕效果：色彩看着很舒服,
散热性能：散热我玩了一个小时,
屏幕有没有红点去,
运行速度和内存都还蛮好的,
散热性能：没发现散热不好,
游戏效果：1660ti的显卡玩3A大作太舒服了,
而且很信赖京东,
一直用京东,
样式也很炫酷,外观设计
要在家办公就决定买了（原来的笔记本已经不能用了）收到很满意,产品整体评价
女生提着走来走去也毫不费力,重量尺寸
就是之前做老大的时候不思进取,
也不知道是不是二手的,
更多新功能还待摸索,
外形外观：这个价位的做工还不错,外观设计
运行速度：电脑开机操作神速哟喜欢喜欢哈哈哈,
这种购物的体验挺不好的,
外观和性能都是灰常满意,外观设计
而且客服都不知道找来找去找哪个,
泡游戏很快,
外形外观：很简洁大气,外观设计
之前破电脑要算48个小时,
用的不错的,产品整体评价
是我配不上她,
玩了一下午,
采用了2000两k的屏幕,
等使用一段时间后再来追评吧,
这10代i3性能也不错,
就是winds10自己不会下载,
希望能一直保持这样,
之前的不用了,
2.盖子左下角有个瑕疵,外壳做工
总体确实符合心目中完美笔记本的样子,产品整体评价
跟客服发的安装步骤一样,
英伟达MX250 2G显卡,
服务态度热情积极,
用了也不卡,
画面超赞的,
看起来比较大气（就是键盘左下角的标签不喜欢😂）,外观设计
双风散静音效果明显,
还有那个摄像头收缩功能真的不错可惜角度太鸡肋了,
大概一个半月,
还需要我自己百度告诉客服,
推荐在家上课的孩子使用,产品整体评价
就是贴膜很差,
运行速度：现在应该还看不出来,
没有一个客服能真正帮助解决的,
很描述一致,产品整体评价
考虑特殊时期快递不方便,
2、性价比无敌,
希望他们能尽早熟练使用电脑,
而且产品很赞,产品整体评价
我看了一个上午的美剧,
这个价格只能这样了,
一个月啊,
客服态度也还好新电脑,
500G固态真的没的说,
手感做工扎实,机身材质
我对电脑懂得不多,
游戏效果：超快,
教训啊,
不论是外形还是操作感都很棒👍🏻,外观设计
除了256G硬盘偏小以外满足正常办公的需求,
摄像头也很好的隐藏设计,
外形外观：美观大方时尚,外观设计
其他特色：颜色搭配亮眼,机身颜色
要是再设计精巧点就好了,外观设计
没有屏幕坏点,
屏幕效果：屏幕1080P分辨率,
其他特色：系统和office激活很简单,
其他特色：性价比超高,
根据我的亲身经历,
且送的蓝牙鼠标质感很不错,
不错  屏幕看着很舒服很轻很薄方便携带,重量尺寸
轻薄程度：愧是轻薄本,重量尺寸
内存8+512,
看了几款电脑最终选择了华为,
一直在让我等等,
体感温度,
还是不能解决问题,
新机需要等待几天才能查询到保修信息,
主要是想用多一点功能,
我也不想退换了,
青青子衿,
平时办公看看视频很养眼,
京东的某些售后专员素质差到极致,
下面是和客服的聊天图,
我买的是8加512固态的,
显卡效果：可以玩尼尔和最终幻想14,
散热性能：冬天里轻度使用2小时,
堪比噪音,
运行速度：到货的第二天,
另外机身超薄,重量尺寸
配置我不懂,
显卡高了一个等级,
性能与颜值并存,外观设计
包装保护：保护很好,
一步一步教  还有大井也很好,
其实买来没怎么用,
持续闪屏,
出现问题维修麻烦,
开机10秒内关机秒关,
有点摸不着头脑,
慎重考虑,产品整体评价
电脑本身并没有问题,产品整体评价
非常艳丽,外观设计
5、轻巧,重量尺寸
还可以面部解锁,
硬盘容量太满意了,
玩游戏都不让玩,
希望小米继续出些性价比高的产品,
ae等不建议,
独显,
就是不要太折腾了,
询问dell客服后重装系统解决了问题,
物流一天也到了,
外形外观：颜值超高的一款电脑,外观设计
十分棒棒棒,
散热性能：很好  没有连接网络使用的,
用了大概十几天就开始莫名其妙断网,
运行速度：特好,
使用情况确实不错,产品整体评价
最后打微软电话,
运行速度怏,
散热性能：散热出错,
我挺怀疑,
笔记本儿Logo非常漂亮,外观设计
这本本,
外形外观：小米外观设计一直喜欢,外观设计
给弟弟买的笔记本电脑,
其他特色：我的荣耀9x不能多屏协同,
自己装win10也很方便,
首先打开包装,
网上买数码产品果然不靠谱,产品整体评价
整机较重,重量尺寸
送键盘膜,
很漂亮粉粉的女生感,机身颜色
外观美的不要不要的,外观设计
玩很久也不烫,
不是追新潮流族的朋友,
外形外观：特别难看,外观设计
头都被人锤烂了,
屏幕效果：很舒服的,
准备去中心店看看了,
运行速度：现在挺快,
简直是消费者的福音,产品整体评价
客服说这啊那啊,
屏幕效果：2k画质,
另外接口不够的,
还有迈克菲杀毒软件是需要付费的,
键盘背光灯很需要了,
质量有问题要求提供第三方检测报告,
送的配件质量很好,
即使京东很快,
屏幕显示效果色彩细腻,
就一个电脑跟充电线,
换的货是二手还是新品不知,
又希望是14寸本本,重量尺寸
游戏体验可以的,
也没有太惊艳,外观设计
很适合入选,产品整体评价
过了时间又不能退,
就是window10的系统不习惯,
非常喜欢在京东上面买东西,
材质做工精细,机身材质
京东快递送货速度非常快,
期待在出差和工作中还会有更好的表现,
不应该你们联系快递取回去么,
轻薄程度：适合女孩子,重量尺寸
第三次购买,
之前一直想买个轻薄的本子,重量尺寸
试了好几次都是爱黑屏,
一般3－4小时不会有发热的现象,
虽然今天上来做评价时发现机器降了50元,
显卡效果：简单的操作还不清楚,
我这个不怎么懂电脑的看到外观还是蛮漂亮的,外观设计
今天中午前就到了,
效果图什么的,
一张a4纸,重量尺寸
之前有保价措施就好了,
运行速度：3500u Zen+架构,
相比较其他品牌的游戏本,
轻薄程度：超薄工作本,重量尺寸
外形外观：灵巧,外观设计
华为是中国骄傲,
但是没有配鼠标,
这个时候京东的速度还如此块,
而且送的那两个音响其实是坏的,
盒子连一个提手都没有,
屏幕效果：除了一些小图标不是很清晰以外其他赞赞的,
还有电流滋滋的声音,
1.全身塑料,机身材质
贵了200元,
温热感,
客服态度点个赞,
第二说说价格,
才收到明天再说,
在保修期内从未出现故障,产品整体评价
比我之前那个贵1000多的华硕大块头好多了,
屏幕边框比较窄,
也就还好吧,产品整体评价
运行还比较快键盘回弹也好,
我只是学习办公用,
然后我自己出去花30装了系统,
有这个计算速度非常可以了,
换了一个还是没什么变化,
对我我这种天天熬夜来说,
有个问题就是,
都快一周了还没收到货,
但是秉着自己喜欢就好的态度,
是非常喜欢联想,
给客服飘雪点赞,
用了一段时间是真的好用,产品整体评价
大小尺寸很适合,重量尺寸
以后可以多考虑选择华为,
已经用了一段时间给大家拍几张图片,
用了一天键盘就坏了,
都推来推去的,
这款产品很好,产品整体评价
发货速度也很棒,
整体来说还不错,产品整体评价
我不知道华硕现在是不是很垃圾了,
疫情期间电脑崩了,
开机十几秒完成,
16内存用来办公开多少软件都不担心卡,
二十八号收到的,
就是最近要出新款了,
非常适合大学生使用,产品整体评价
免费的office非常好,
但是总体一般,产品整体评价
然后跟我说激活了不能退,
外形外观：颜色非常的漂亮,机身颜色
皓月银不错的一个颜色,机身颜色
但是性能不咋滴,
有需要的嘛,
散热性能：还不错目前,
其他特色：是奔着华为matebook来的  所以都喜欢,
电脑包装盒很结实,
一直在提醒有问题不安全,
可能是刚买,
十分容易上手,产品整体评价
现在淘宝卖家都很注重售后服务了啊,
屏幕效果：2K屏幕比较清晰,
可以用了两天才来评价的,产品整体评价
是怎么做到的,
买个破笔记本,产品整体评价
我是写论文用的非常好用,产品整体评价
不知道是个什么鬼,
台式电脑,
服务及时很ok,
换了几批人最后给你来等专人联系你,
用了快一个星期,
很付责任,
寄过来还以为是13寸的其实是14寸的,重量尺寸
而且这家店的价格比其他店要便宜,
希望在使用中散热能给力一些,
还是处理的ppt和word,
说实话这个价格也不便宜,
感觉比原来的联想无论从启动速度,
一共买了两台、东西和不错、推荐推荐,
日常办公使用加看电视剧,
并且有线也没有接口,
没装什么软件轻薄程度：很轻薄,重量尺寸
说好的送的东西不送了,
活动日买的（建议活动买便宜,
电池也就能待机几小时,
屏幕效果：高色域ok,
给西藏的朋友买的电脑,
只能通过强制关机才能唤醒,
比不上2k/2.5k/4k的,
运行速度：90分,
主要想买i7的,
2k屏即正义、,
边框算不上特别窄,
不过用着整体性能挺好的,
画面品质：正在试用,
一个表半天没反应,
不错  京东服务,
但一会儿就没了,
所以就选了这款配置还行,
但是慢的比蜗牛好一点点,
键盘的确手感一般,
孩子一直关注着为大学学习用,
六千块要什么自行车哈哈哈哈,
特别耐心的帮我推荐,
另一个是塑料乳白色,机身颜色/机身材质
但这个物流真的棒,
国人的购买力真厉害,
色域满足基本工作要求,
还有指纹解锁和手机互传什么的,
我都卡了很多次了,
要退要做检测,
屏幕效果：效果比较艳丽,
送给女儿上网课很是喜欢,产品整体评价
我本来不生气的人,
屏幕大机身小,重量尺寸
暂时看来是挺好的,产品整体评价
只不过因为机身轻薄,重量尺寸
服务态度,
质量也没有问题,产品整体评价
屏幕效果：无黑点,
果断选择了这个笔记本,产品整体评价
一碰就掉,机身材质
散热设计很简单却很有效果,外观设计
第一次购物差评,
我家亲戚特别满意哦,产品整体评价
除了第一个客服挺好以外,
游戏效果：游戏效果大型的没玩过,
可以接受.,产品整体评价
疫情下,
玩游戏发热也没那么厉害,
手机都是华为的,
电脑是买给高二的妹妹用的,
从没给过差评,
以及如何安装office的问题,
小新能放在内层的内层,
华为系列充电器是统一吧,
没有那些特殊情况,
上手体验,
客服小姐姐（哥哥）,
一打开就是更新中,
真的很好用一点问题都没有,产品整体评价
轻薄程度：现在装配工艺的确很好,重量尺寸
但防护做得不怎么好,
wifi不稳定,
除typec识别不了移动硬盘,
带着也不沉,重量尺寸
蛮开心的,
也没有电,
送货小哥也很负责,
不看留言的嘛,
跑分评测：跑分的话跟同价位的差不了多少,
现在还在那里卡着不动,
同时轻薄本不支持光驱,重量尺寸
入手这款产品已经有将近一个月的时间了,
就比ipad大一点,重量尺寸
用起来总体来说不是很卡的,
可以用好几年了,产品整体评价
鲁大师跑分30w+,
Y450到现在都能用,
简直就烂的不行   刚买的电脑啥都不安装开机5分钟    占用CPU60%   合上盖子再打开电脑没办法正常开启,
从2月预约几次抢购失败,
偶尔打开应用会延迟1-2秒,
音乐也挺大,
不知道为什么电池充不了电,
不知道是不是第一次开机原因,
在浏览器看个视频都一卡一卡的,
运行速度：运行速度飞起,
啦啦啦啦啦啦,
不过我用了散热器,
29万真不错,
客服说激活了不能退,
机器原厂原封,
平时携带也方便,重量尺寸
可以接受的范围,产品整体评价
味道很好,
运行速度：真不是一般的快,
手机连WiFi看视频,
点赞👍👍👍,产品整体评价
一般办公需要,
连不上手机都不知道该问谁,
真让人寒心,
刚开始不太会用,
运行速度现在新机器还好,
其他特色：赶上女神节还便宜了不少,
最开始就说签收24小时就不管了,
开机和普通程序打开速度都非常快,
客服也很棒哈,
京东自营就是好,
其他特色：序列号和office都是正版,
风扇是停转的,
保质期内无问题,产品整体评价
尤其客服妹子,
性价比特别好的一款电脑超薄13号携带,重量尺寸
轻薄程度：轻约1.5kg,重量尺寸
只能使用扩展坞增加接口,
买过一个联想的,
G键一开双盘冷确,
开机5秒左右,
个人感觉小米电脑的稳定性怕是要凭点运气,
联想一如既往的优秀,
知乎看了看,
可以用u**网卡,
但是网络不稳定,
真的要给个大大的赞,产品整体评价
其他特色：nice.,产品整体评价
待机强,
所以另外买了一个散热架,
大边框,
会介绍回购的,产品整体评价
给人的视觉效果超级棒,
画面品质：显卡贼棒的,
自带系统凑合,
建议买个i5或者i7的,
装好不能用,
使用起来人脸识别不了,
我看电脑真的看了很久,
美中不足的就是没有网络接口,
长时间（2-3小时以上）使用发热比较严重,
散热也还算可以,
店家发货速度送货速度都很快,
日常办公是没问题的,产品整体评价
死机七八十次,
也是因为屏幕被吸粉的,
终于屏幕有显示了,
很多的快捷操作键都在学习中,
就是稍微有点重,重量尺寸
小米电脑还是不错的,
活动错过了,
小新尺寸特别合适携带,重量尺寸
拔掉电源就没有吱吱声,
发热是会很明显的,
而且女孩子单手也可以拿起,重量尺寸
心头爱啊,产品整体评价
最**不满意的一次购物,
联想小新AIR14 2020款,
咨询客服一问三不知,
已申请换货,
不自觉的就不用触摸板了,
毕竟我是从雷神刚脱坑过来的,
深空灰强烈推荐,机身颜色
颜值还是很赞的,外观设计
运行颜值都很快,外观设计
耐心的回答我的问题,
全金属超轻薄机身,机身材质/重量尺寸
多花几块买个保险,
发货两天时间收到,
笔记本屏幕其实还挺大的,
展示效果也很清晰,
客服回答很迅速,
电脑的外观不错,外观设计
这个有点小遗憾,
客服还是很不错的,
也有参考其他品牌,
运行速度：大运行内存,
屏幕效果：屏幕显示效果相当细腻,
屏幕很舒服,
商家退给我了,
录屏功能也不好用,
运行速度：10代i5,
办公软件如何激活,
屏幕右上边边那里夹了一条细丝（图2）,
只有触控板缝隙有点大,
谢谢售后客服,
那一星给快递小哥的,
但这也不能成为推脱的借口,
完全满足现有需求,产品整体评价
按照图片的指示自己安系统,
开机一会什么都没做,
明明快到了又回到武汉了,
16G双通道内存更快速,
日常用的不多,
3、赠品送的一塌糊涂,
小巧玲珑拥有着刚刚好,外观设计
比起Mac也不算差,
让我更容易运用,
但是最好可以自己配一个轻便的适配器,
兄弟说要去厦门项目上,
感觉跟一加手机的包装有点类似,
屏占比很好,
较为顺滑,
散热性能：用几个小时不感觉发热,
散热性能：散热较差可能单风扇压不住,
运行流畅安静,
运行速度：十分差,
有正版软件,
喜欢的朋友别错过了,产品整体评价
保价成功2分钟就把差额退回,
其他特色：京东自营商品送货速度挺快的,
中间激活office遇到了点问题,
一直在苹果,
外观好看喜欢的款式,外观设计
其他特色：摄像头的设计很喜欢,
屏幕效果：太棒了,
带去哪里都会包好,
哈哈真给力,产品整体评价
孩子也喜欢玩,产品整体评价
三番五次售后,
也给孩子买来听课,
他的就还好,产品整体评价
装机时比较大声,
担心买便宜的用一两年到时候又得重新换电脑浪费钱,
颜值很nice,外观设计
客服林林一对一服务,
我真的太喜欢了,产品整体评价
机子暂时没有问题,产品整体评价
实在没办法使用,产品整体评价
说是性价比不高,
但是充电速度也很可以,
卖家的发货速度很快,
简直喜欢,产品整体评价
上网课足够了,
其实挺纠结的,
你跟我说圣诞节快乐什么意思,
充满电可以用好几个小时,
找了很多家这个粉色,机身颜色
这个指纹开机的功能也非常的喜欢,
第一次来京东购买手提电脑,
用起来非常顺,产品整体评价
外观看着挺好的,外观设计
今天卖家发给我了一个小音响,
剪视频超快,
其他特色：总体来说很不错的一次购物,
没怎么安程序,
轻薄程度：可以说同等价位这个还算比较轻薄的,重量尺寸
以前的电脑比较慢,
所以在家办公,
能省不少事,
外形外观：美中不足没有摄像头,
烂死了,产品整体评价
轻薄程度：电脑很小很薄,重量尺寸
新电脑运行肯定比较流畅,
比我之前的14寸电脑小了一圈,重量尺寸
一会儿就热了,
一直没舍得剁手,
运行方面还有外观,外观设计
都是冲着 100话费去的,
PP图,
他过去时候已经八点半,
运行正常速度快,
方便操作,产品整体评价
除了C口充电外,
比较了很多家在这家买了,
但是华为这个笔记本太差了,
还有几片串位了,
一看就招人喜欢,
鲁大师温度压力测试,
电脑买来主要是玩英雄联盟,
散热没有问题,
安装了360安全卫士和360杀毒和360软件管家,
适应未来发展,
动不了也编辑不了😭要去服务点,
没觉得电脑发热过,
想我的大宝贝让我晚上都睡不着觉,
小孩用的,
才买回来还不错哦,产品整体评价
屏幕效果：才买半个月,
因为充电口实Type-c的,
感觉还不错  用几天了还没有卡   就是偶尔断网,产品整体评价
可惜它没有,
外形外观：不解释,外观设计
缺点如下:任何赠品都没有,
就是发货时鼠标漏发了,
质量应该不错吧,产品整体评价
一次开心的购物体验,
在家用体验非常好,产品整体评价
憋够评论也挺不容易的,
就是后盖有一部分会能按得动,外壳做工
配备语音提示,
（我买的惠普的暗影精灵5,
屏幕效果：效果超清晰色彩艳丽,
集成显卡超级低,
散热性能：办公为主,
他电脑带原厂保护膜,
尤其是屏幕素质确实不错,
一看就知道是专业游戏本,
截图了,
5天左右收到更换的商品,
游戏效果：起飞了,
能靠谱点不,产品整体评价
非常满足我的期待,产品整体评价
买一个外置光驱还得花不少钱,
包装也很精致小巧,
后来一次显示连上网了,
可愁死了,
使用感受好,产品整体评价
跑分评测：还没跑,
我是纯出差移动办公用的,
系统更新,
电脑还可以  客服态度挺好的,产品整体评价
运行速度：开机40分钟完成,
然后客服大井超好哒,
真的心塞,
不过有一点毛病就是u**3.0的u盘和2.4频段的wifi信号有冲突,
激活了之后速度很快,
客服指导装了win10系统,
当初就是看中了屏幕才买的,
