content,label
外观设计：效果比较好,制热效果
和没开一样,|
基本开一档就行,|
十大功率输出而且插头不是家用插座,|
*不到*元,|
20号还有催送货,|
买之前你问的时候特别积极,|
所以拿出来试机了一会,|
开机40分钟,|
我比较懒,|
插上电等等就暖和起来了,制热效果
外观设计：外观不很重要,|
耗电情况：没有整夜开过,产品功耗
开一会娃都嫌热,|
温度也就升了一点点,|
非常适合房间使用,|
没想象的暖和,制热效果
外观设计：漂亮取暖效果：好耗电情况：耗电大静音效果：静,产品功耗/制热效果
目前刚到货,|
到时候开着地暖晒太阳,|
艾美特的东西非常,|
不过这个油汀效果还是非常好,制热效果
咸鱼找我,|
今年买了一个先锋的,|
中国好配送员,|
在家里开着暖和多了,制热效果
也不是我的问题啊,|
就准备淘汰了,|
就开始慢慢挑选,|
不懂,|
买来有十来天了,|
冬天用了再来追评,|
外观设计：非常好收到很满意,|
应该比空调节约吧,|
而热量本来就是向上的,|
共分为三个档,|
打算买第二个,|
我主要是买来洗澡用的,|
100平的房子靠这个玩意儿,|
拿手上就感觉得出来,|
耗电是真的😭,产品功耗
外观设计：小巧美静音效果：声音小安全设计：倾斜就停了,|
艾美特的这款取暖器还是值得购买的,|
能感觉到热风往上吹,|
相对这个价格也算合理的,|
申请退货也不给我通过,|
产品质量很棒,|
静音效果：什么噪音,|
但是真的是暖和,制热效果
售后服务太差劲了,|
直接将屋里温度提升了,|
耗电情况：耗电一个小时在两度电左右而且不怎么暖和电暖气嘛也就耗电的确挺高的,产品功耗
缺点是开久了太干燥,|
晚上京东下单,|
届时补评,|
加个变动大,|
取暖发热速度很快,|
因为是给家里老人买的,|
我用了二晩坏了,|
不到一个月降了*-*,|
还不如买个烤脚炉,|
在家里使用增温快,|
店家服务的很周到店家的宝贝我很满意,|
整个房间真的是温度高几度的,|
今天妈妈收到了,|
颜色好看质感很赞,|
同时给其他买家作为参考,|
美的的售后给我打电话,|
打开很快就装好了,|
其他特色：包装完好无损送货人员服务态度很好,|
小孩冬天出生,|
耗电情况：未精测,产品功耗
我家就晚上开节能模式,|
40平的房间很快就暖和了,制热效果
给店家造成的困扰,|
电暖气烧热有气味,|
袜子??放上去一会就干了,|
办公条件限制,|
一点不用担心影响睡眠,|
彻底服了,|
一直是京东的忠实用户,|
那是温度达到了一定值自动开启待机模式,|
到手就拿来用了,|
拿到后就迫不及待的打开试了试,|
2014年买过一个艾美特的油汀,|
买的时候说是暖风机,|
所以特意模仿网友写下的这个模板,|
每**两度电,|
瓦开一天也废不了几度电,|
操作也简便,|
方便包宝玩耍,|
洗完澡进房间穿着睡衣一点都不冷了,|
京东加油＾０＾,|
外观设计：面板居然塑料拉丝了,|
很舒适因为房间较大没有想象中那么热,|
出风散热面积小,|
但是物流太慢了,|
安全设计：恰到好处,|
一直用这个品牌,|
*买到这种,|
为了安全,|
今早就到了,|
需求各不同,|
这两个后来打开,|
两台正常发货,|
安全设计：自动断电功能,|
不算很贵,|
这个东东不太热,|
所以就是踢脚线取暖器了,|
什么垃圾产品,|
没多长时间屋里就暖和了,制热效果
也没了温度,|
比我妈买的那个*块的小太阳差太远了,|
取暖效果：很快就热还不错,|
浴室根本没用,|
京东最差的一次购物,|
给宝宝哄衣服的,|
其他特色：整体来说还不错,|
只是不需要开电热毯了,|
还可以烘干口罩等小衣物,|
还比较划算,|
放在卧室和卫生间逗挺适合的,|
App连接使用也很方便,|
正好阴天派上用场,|
商家给我拒了,|
放卧室还可以,|
丹鸟快递真扯淡有多远给发多远还不送货,|
而且我们在农村,|
直接就是废品,制热效果
具体不清楚,|
稍微调一下温度就会一直自动关,|
卧室比较小,|
设计的不是特别复杂,|
机壳手摸不烫手,|
宝宝冲完凉用不错,|
不到一个月降*,|
很喜欢哦,|
三个功率,|
冬天终于不冷了,|
搬动容易,|
天冷换尿不湿也用,|
有嗡嗡声,|
还可以用券,|
安全设计：反正加热中我是一点不敢碰的,|
老妈买来要放在地下室的,|
打开整个房间温度有上去的,|
双十一前提前预购,|
但价格低,|
真特么服了,|
送货速度神速,|
好外观设计：好安全设计：好静音效果：可以,|
选择退货了,|
我只能说垃圾,|
联系客服也没人管,|
这是个幼稚园的想法,|
开着放在通风的地方吹一次就好了,|
20天下来就这么多,|
比吹风的好,|
房间就已经非常暖了,|
好货源,|
一点也没感觉,|
指头站在前面才有热气,|
桌底下等等,|
取暖效果：电烤炉取暖效果差不多,制热效果
格力很值得信赖,|
取暖效果：取暖效果比较理想,|
卧室十几平还开着暖气,|
卧室里根本没啥用,|
那个加湿盒感觉也没多大用,|
疯狂购物,|
推拉跟方便,|
散热量微热起不作用,|
而且吹出来的热风上升后整个人都很暖,|
外观我喜欢,|
升温忙,|
等你的票我都等跨年了,|
货还好,|
取暖设备必不可少,|
耗电情况：还没感受,产品功耗
相当凑活,|
工作完全没有声音,声音
等天气凉了在用,|
取暖效果棒棒极了,|
家里有小孩打空调总感觉干燥,|
开3档都不行,|
侧翻断电,|
东西外观好好,|
特地用了几天来评论,|
高档打开就只能感觉房间不冷,|
京东的快递无话可说,|
我很喜欢美的的产品,|
东西有质感,|
但是有了小孩子就不行了,|
如今像林依晨这样大胆爆出素颜照,|
联系了客服可以退差价,|
外观设计：简约美观取暖效果：重点推荐下,|
质量有待提高,|
跟空调一起开才稍微热一点,|
其他特色：质量不错哦,|
开关就是两个按键比较简单,|
不是京东,|
安全设计：安全也就一个倾倒断电,|
市面上这类产品很多,|
客服说会退差价,|
后来放卧室开2000勉强还有点温度,|
就是用电暖气比较干,|
还没用老爸说看起来还行,|
这是买的第2个取暖器了,|
连个电话都没有,|
相差三天,|
不过估计只能很小的地方用,|
可能也是应该习惯温度升起来了,|
京东这速度没谁了,|
实在是买得起,|
可根据需要选择功率,|
取暖效果：暖暖的陪我们过冬,|
给客服点赞??,|
屋里不会冷啦,|
直接和我说睡醒了再买就好,|
但好像很多地方里面都是空的,|
只能近距离的取暖,|
双十一期间买的,|
取暖效果：现在用是很暖和,制热效果
取暖烘衣一举两得,|
刚买一天就降价了,|
散热比较均匀的那种,|
25号到今天1.4号我用了200多元钱,|
这到底是什么原因,|
一冬天都很暖,|
无赖只有确认收货,|
小小的13片暖气,|
暂时总体很满意的,|
默认好评吧,|
取暖效果：15个平方的房间和还有一个空调房间打起来的效果一样,|
老人小孩都说这下不用在挨冻了,|
还是有小的声音,|
而且会发出很大的响声,|
做工比较好,|
热冷风2档选择,|
开的一档,|
商家和物流都很给力,|
要求退换货,|
一般够用耗电情况：具体没测过,产品功耗
感觉今年不冷,|
但是早几年前买的两个油汀都很好用,|
可惜制热效果和想象有差距,|
也比较容易调节到合适的档位,|
安静温暖如春,|
放在浴室正好,|
可是刚过双11就降20块,|
但收到后就有太阳了,|
京东价保很给力,|
才能有效果,|
用久了有点微热,|
也可放浴室,|
因为怕天天空调宝宝受不了,|
安全1500w的功率,|
满意不错,|
还可以当炉子的手把,|
VCR做的好就是欺骗消费者的吗,|
刚好这个小东西可以满足需要,|
就是有气味,|
收货后试用,|
衣服就被烘干了,|
使用后再来评吧,|
我是真心想买,|
便宜了,|
联系客服推来推去的,|
安全设计：说是倾倒自动断电,|
申请说了48小时上门,|
况且退的话,|
以前在实体店买的效果很好,制热效果
已经使用了,|
哈哈??心动不如行动,|
好不容易熬到了天猫还有一天就可以退款给我了,|
待以后用了再评价,|
因为我买来房间用,|
应该比较安全,|
并没有评论说的那么好,|
不用再到外面的浴室去了,|
晚上下单第二天早上到家,|
应该看功率多少的问题,|
冬天没暖气用这个的话,|
能出来说句话吗,|
放办公室里用的,|
开一个晚上屋子都不暖,|
着急穿的衣服放在上面很快就烘干了,|
很轻便很方便,|
瞬间温度就提升了,|
至于电费嘛,产品功耗
取暖效果：升温快,|
比较满意这次购物,|
冬天最怕宝宝着凉了,|
效果不错整个房间都暖和了,制热效果
就是我客厅20平左右感觉温度升不上来,|
调温度开关还会闪光,|
商家跟我处理过了,|
物流更快,|
小房间保温保湿效果还不错,|
有点高估了,|
除了发货太慢太慢,|
比电风扇的噪音还大,|
要是能定时就更完美了,|
一米内有温度,|
使用效果还不错没燥音,|
买的第二台了非常方便主要没有声音,|
这就是你们解释的孕婴防烫吗,|
一次说登记差价等退款专员退款即可,|
这个已经买的第二个了,|
第一次使用有点味道,味道
收到货几天没用,|
后一位一般,|
现在现在沦为给小孩烘干衣物,|
这款的插头是16a的,|
取暖效果：取暖面积大效果好,制热效果
取暖效果：发热速度很快,|
取暖效果：刚开始用效果还挺好的,制热效果
此款电油汀性价比很高,|
安全设计：安全性可以,|
我刚买完就减了*,|
下次有需要的时候还会光顾的,|
就放在一边了,|
大概6s左右热气就迎面而来,|
仁者见仁吧,|
取暖效果：基本正常房间大小就已经很暖和了,制热效果
这东西比较鸡肋,|
用了几天没问题了才来评价的,|
我开一个晚上,|
客服晚上十二点多还在,|
100块上门自提需要咩,|
基本开启十几分钟,|
一会儿房间就暖和起来了,制热效果
就是味道重,味道
到货调试了一下,|
很好用已推荐同事们购买,|
要用两个小时以上,|
静音效果：比之前买的别的牌子声音小一些,|
很纠结,|
超值非常的好,|
看着非常大,|
这是买的第二台送给家人用,|
孔对的不是很标准呢,|
有高低功率之分,|
运费险就赔8块,|
这真的是在京东买的最吃亏的一件东西了,|
打开一看款式很高档,|
谢谢送的礼物,|
开一个晚上都还能冻**,|
很管用解决了供暖前期挨冻的问题,|
开启后只是上升温度不是太明显,|
平均每天就开两小时,|
送给老人家的礼物,|
但是就是感觉热的速度不够快,|
为何开启后很大的味道,|
比空调好用还省电,产品功耗
收到就试用了一下感觉不错,|
热度正好,|
有凉风档,|
应该还是比较经济吧,|
小朋友在厅里玩耍很舒服,|
希望能耐用,|
打开不一会房间就很暖了,|
一个正面回答都没有,|
客服态度也呵呵哒,|
而且包装非常精致,|
肯定的说上当了,|
整体感觉很不错,|
就变1档,|
关上的时候偶尔会有咔咔的响音,|
可还行,|
还是官方大牌子呢,|
回来用了一晚上目前看还是不错的,|
自己的问题,|
这第三代的应该跟棒的,|
价格依然美丽,|
还好吧,|
大的不行,|
不知要怎么处理,|
晾物品比直接放在暖气上更安全,|
也不觉得吵,|
有水盒,|
这就是品牌,|
现在很好用没什么问题,|
后续又陆续购买多次,|
还好格力的产品还是值得国人信赖的,|
不过不常开的,|
还好有强大的设备在手,|
耗电太多了,产品功耗
客服一直就说是铁片温差大导致的,|
很强,|
这样不怕冷了,|
品牌的品质就是不一样,|
东西是个好东西就是不知道费电不,产品功耗
家里有老人和小孩必备的,|
给宝宝洗澡挺好用,|
加热起来有味道,味道
已完美解决,|
邮回老家的,|
风口大,|
已经收到了取暖器,|
电源线在右边,|
晚上有点吵,|
冬天用什么都耗电的,产品功耗
夜深人静的时候比较明显,|
我娃是全村人的希望,|
大小高低刚刚好,|
也挺轻便,|
取暖兼烘干,|
稍微有点耗电,产品功耗
南方的冬天一般都很阴冷,|
开最大,|
放在家里也不占地方,体积大小
先锋的其他取暖器家里一直用,|
等一个小时大概都是只有25读的热度,|
符合要求,|
就是随便撺起来的物品,|
耗电情况：可以接受静音效果：几乎没声音安全设计：很安全,产品功耗
其他特色：可以暖袜子,|
不过格力品质应该不错吧,|
确实很好用,|
个人感觉比较鸡肋,|
退回去运费都*块,|
外观简洁耐看,|
侧面或者向上使用更方便,|
这双十二的活动力度也不小,|
耗电情况：最高档相当于空调的用电,产品功耗
死活说不影响使用而且是我逾期反应问题,|
办公室够用了,|
外观设计：圆润取暖效果：三档快静音效果：无噪音,声音
安全设计：方便安全,|
）内在就是质量,|
简单定时孩子也喜欢,|
卧室一会儿就热了,|
可没用,|
收到有两天了,|
现在我每日必须的任务就是逛京东秒杀,|
买来试试看,|
目前为止用得挺好的,|
不过只能在小面积卧室用,|
耗电情况：一小时1-2.2度,产品功耗
怕冷的女生可以下手一台,|
在此再次表扬客服,|
散热效果很好,制热效果
见到大方,|
问了好几次客服,|
外观设计：简洁、流畅取暖效果：效果明显,|
稳亏不赚,|
老人家舍不得用不知道开箱了没有哈过年回去在现场核查看看,|
2档必须个点距离才行了,|
亮瞎眼,|
隐藏式烘衣架设计值得点赞,|
天冷了就可以用上了,|
取暖效果：用的效果很明显,|
白色很搭,|
八脉为之一畅,|
退货邮费100多,|
还要买一个给父母,|
这点比空调好外观设计：喜欢这种颜色,|
非常严实,|
应该比空调省电,产品功耗
大品牌的东西不错,|
前台很享受,|
要给个大大的赞,|
热的速度真的好快,|
客服夏兰很耐心,|
放在浴室给宝宝洗澡很不错,|
静音效果：静音还是非常静音的,声音
董明珠真有你的,|
颜色是那种灰白色的,|
没用几天,|
孩子还嫌弃太暖和了,制热效果
这两天上海阴天,|
耗电量在能接受的范围内,产品功耗
风扇也是非常的强,|
其他特色：唯一的缺点就是开关位置不好,|
靠近才会很热,|
知道会耽误别人的事情吗,|
第一感受还是不错的,|
其他特色：唯一刚开机有异味,|
最低档就很合适,|
安全设计：不稳也会自动关机,|
正好周一送到单位,|
我们退差价,|
老公很喜欢,|
整个房间暖起来很快,|
有种高级感,|
唯一的遗憾是没有电池,|
覆盖面积更大,|
感觉拆过非原装,|
桑心,|
着急给宝宝烘疝气带,|
从此洗澡不怕冷了,|
造型与众不同,|
还是很耐心,|
就看到艾美特,|
室内开最低档大约可以达到16度,|
第一个使用了这么长时间不曾出问题,|
没噪音很安静,声音
解答问题很及时,|
从外观颜色到做工那都是相当的美丽,|
估计是太重,|
制热（最高档）感觉也一般吧,|
比预想的好点,|
12月25号下单的,|
疫情期间也给配送,|
美的品牌真的值得购买,|
今天刚到货还没有使用,|
想退了换另外款的,|
超过一米的地方,|
头略低,|
安全性肯定更好,|
挺好的外观设计：简洁大方,|
再用就不行了,|
实在受不了,|
喜欢他的美观大气,|
没什么#,|
外观设计：小巧干净不占地方,体积大小
出乎想象,|
温暖十平方房间大概需要半小时以上,|
家里都有触电保护的,|
但是小巧实用,|
只好上墙插了,|
优秀的油丁它需要一个优秀的品牌,|
静音效果：真的棒,|
两年前买的机器现在还在使用中,|
取暖器上方三十厘米左右就感受不到热量了,|
其他特色：家里已经买了先锋的小太阳,|
活动好,|
安全设计：有防烫,|
提醒我倒了以后要正着放两到三个小时才能使用,|
适合十平米左右的小卧室或者办公室,|
效果很差一点也不暖和,制热效果
比较有发言权吧,|
体验过,|
适合不同需求,|
太坑了这个破玩意,|
没有设置一个卡扣,|
安全设计：断电设计很重要,|
风速也很大,|
外观设计：外观还是很漂亮的,|
直接寄回老家给妈妈了,|
本来还想再买两台,|
在这个屋子住过一晚,|
毕竟有一千多瓦静音效果：声音大,|
实现远程遥控,|
用了一个来月,|
取暖效果：取暖真的是超级赞,|
客服h小何是跟我玩呢吧,|
是因为在办公室有暖气我只要热脚底就行,|
暖风范围也不大,|
迫不及待的加入购物车,|
买来给宝宝穿衣服用的,|
整个空间从头到脚都暖和,制热效果
占地也不是很大取暖效果：插上立马就可以吹热风耗电情况：耗电肯定是大点的,产品功耗
感觉不碍事,|
放卫生间给孩子洗澡用的,|
可以温暖空间也还行就一块暖气片的作用,|
不会烫着,|
是非常失败的一次购物体验,|
家里的油汀一直是先锋的牌子,|
外观设计：十分完美,|
京东速度最给力,|
还有怪怪的气味,|
取暖效果：暖的很快静音效果：没有声音外观设计：好看,制热效果/声音
无法形容了,|
外观设计：漂亮取暖效果：好静音效果：没有声音其他特色：有加湿器空气不干,制热效果
莫名的瞪眼,|
到手价279,|
晾物架的设计有改良,|
冬天烘衣服特别好用的,|
强迫收货,|
外观设计：简单大器好用,|
主要是质量很好,|
客服贝拉米特别耐心,|
不影响入眠,|
客服回复及时,|
方便又暖和,制热效果
取暖效果：效果一般吧没有想象的好,制热效果/制热效果
建议京东不要再用这个物流,|
开到二十度以上才会暖和,制热效果
还想再来一台,|
第二不好修,|
开着**响,|
只唯一的缺点就是出口处防护罩挺烫,|
但是售后太差,|
我房间大了,|
等暖气来的时候就靠它了,|
这是我一直喜欢的一个暧机的品牌,|
热风小档和大档,|
送到合适的地方去用,|
小卧室用足够了,|
冬天坐月子不用担心着凉了,|
取暖器也购买艾美特,|
最值得吐槽的就是快递,|
这是最要命的点,|
皮肤也不会干燥,|
凭什么要用户出运费,|
产品加热性能不错,|
不是对着吹的,|
在浴室里加热很快,|
比其他的油汀窄很多,|
退货要邮费,|
可以用一下,|
很后悔买了,|
我就挑来挑去,|
不错超静音,声音
其他暂时没发现啥问题,|
客流大就增加客服啊,|
大概一个多小时就能感到室温升高了,|
太幸运了,|
没有比图片上看起来更小巧,|
安全设计：一点点倾斜就自动断电了,|
倾倒断电实测反应很快,|
只试了一下功能都可以,|
渴得快,|
暖气出得非常快,|
双十二的价格真的是可以说超级超级给力,|
家里没温度计,|
顶上的皮绳非常方便,|
做工肯定比100带点点的好,|
外观设计：扣手设计不太好,|
20平方的房间2个小时都不能暖起来,|
应该比空调要省电吧,产品功耗
觉得不错自己也买了一个,|
图片和实物一样,|
取暖取暖器超级好用,|
暖器收到,|
升温效果不是很好,制热效果
就不暖和了,制热效果
只要打开,|
刚好天气冷,|
风力还挺大的,|
希望可以多用几年,|
用起来非常舒服,|
开高风吹起还很烫,|
没有其他品牌暖和,制热效果
就是容易自动停止,|
